   length	     cost1	     cost2	        cpu1	        cpu2
 10000000	0.00001053	0.00000953	   812500000	   609375000
 10000000	0.00009006	0.00002031	   812500000	   609375000
 10000000	0.00001945	0.00000500	   796875000	   625000000
 10000000	0.00001732	0.00005340	   796875000	   609375000
 10000000	0.00001870	0.00001182	   796875000	   609375000
 10000000	0.00001698	0.00015265	   796875000	   625000000
 10000000	0.00004889	0.00011052	   796875000	   609375000
 10000000	0.00001719	0.00002233	   812500000	   609375000
 10000000	0.00001989	0.00012030	   812500000	   609375000
 10000000	0.00004922	0.00001433	   812500000	   609375000
 10000000	0.00001095	0.00004794	   796875000	   625000000
 10000000	0.00008597	0.00000397	   796875000	   609375000
 10000000	0.00010076	0.00000894	   812500000	   609375000
 10000000	0.00011572	0.00003369	   796875000	   625000000
 10000000	0.00006051	0.00003827	   796875000	   609375000
 10000000	0.00003192	0.00008896	   812500000	   609375000
 10000000	0.00001249	0.00002284	   796875000	   625000000
 10000000	0.00014317	0.00003811	   796875000	   609375000
 10000000	0.00002235	0.00006244	   812500000	   593750000
 10000000	0.00001130	0.00001189	   812500000	   609375000
 10000000	0.00002308	0.00009358	   812500000	   609375000
 10000000	0.00004752	0.00003201	   812500000	   609375000
 10000000	0.00008725	0.00005180	   796875000	   625000000
 10000000	0.00014033	0.00009148	   796875000	   609375000
 10000000	0.00001800	0.00003096	   812500000	   625000000
 10000000	0.00001308	0.00005279	   812500000	   609375000
 10000000	0.00028669	0.00008103	   812500000	   609375000
 10000000	0.00001256	0.00004045	   812500000	   609375000
 10000000	0.00013222	0.00001815	   812500000	   609375000
 10000000	0.00000825	0.00004016	   796875000	   609375000
 10000000	0.00014283	0.00010230	   796875000	   625000000
 10000000	0.00002713	0.00002265	   796875000	   609375000
 10000000	0.00000791	0.00001838	   812500000	   609375000
 10000000	0.00004692	0.00003002	   812500000	   609375000
 10000000	0.00006043	0.00006770	   796875000	   625000000
 10000000	0.00004233	0.00011425	   796875000	   609375000
100000000	0.00001076	0.00000512	  8015625000	  6125000000
100000000	0.00000013	0.00000253	  8031250000	  6140625000
100000000	0.00000656	0.00000339	  8031250000	  6140625000
100000000	0.00000004	0.00000440	  8109375000	  6140625000
100000000	0.00000469	0.00000698	  8015625000	  6109375000
100000000	0.00002311	0.00000422	  8093750000	  6171875000
100000000	0.00000862	0.00001986	  8000000000	  6187500000
100000000	0.00000201	0.00000862	  8031250000	  6140625000
100000000	0.00000450	0.00000037	  8031250000	  6171875000
100000000	0.00000327	0.00000259	  8031250000	  6156250000
100000000	0.00000630	0.00001416	  8046875000	  6156250000
100000000	0.00000235	0.00000182	  8031250000	  6140625000
100000000	0.00000220	0.00000645	  8015625000	  6156250000
100000000	0.00000646	0.00000449	  7984375000	  6156250000
100000000	0.00000104	0.00002796	  8000000000	  6140625000
100000000	0.00001045	0.00001202	  8031250000	  6140625000
100000000	0.00000635	0.00000246	  8046875000	  6140625000
100000000	0.00000041	0.00000143	  8015625000	  6140625000
100000000	0.00001117	0.00000063	  8031250000	  6156250000
100000000	0.00000330	0.00001116	  8031250000	  6140625000
100000000	0.00000147	0.00000407	  8031250000	  6125000000
100000000	0.00000633	0.00000030	  8062500000	  6156250000
100000000	0.00000686	0.00000247	  8000000000	  6171875000
100000000	0.00000572	0.00000316	  8031250000	  6156250000
100000000	0.00001959	0.00000051	  8031250000	  6140625000
100000000	0.00000543	0.00001116	  8046875000	  6156250000
100000000	0.00000108	0.00000143	  8062500000	  6140625000
100000000	0.00001281	0.00000623	  8109375000	  6140625000
100000000	0.00000199	0.00001914	  8015625000	  6156250000
100000000	0.00000208	0.00000133	  8078125000	  6125000000
100000000	0.00000735	0.00000208	  8031250000	  6140625000
100000000	0.00000843	0.00000473	  8078125000	  6140625000
100000000	0.00000269	0.00000279	  8031250000	  6125000000
100000000	0.00000054	0.00000157	  8031250000	  6156250000
100000000	0.00000287	0.00000707	  8031250000	  6171875000
100000000	0.00000393	0.00000380	  8015625000	  6140625000
100000000	0.00000715	0.00001987	  8031250000	  6140625000
100000000	0.00000091	0.00000473	  8000000000	  6140625000
100000000	0.00000701	0.00000223	  8000000000	  6140625000
100000000	0.00000086	0.00000843	  8078125000	  6140625000
100000000	0.00000630	0.00000058	  8015625000	  6156250000
100000000	0.00000188	0.00000170	  8031250000	  6125000000
100000000	0.00001132	0.00000258	  8031250000	  6140625000
100000000	0.00000840	0.00000004	  8031250000	  6156250000
100000000	0.00000232	0.00000092	  8046875000	  6125000000
100000000	0.00000032	0.00002643	  8031250000	  6156250000
100000000	0.00000721	0.00000016	  8015625000	  6125000000
100000000	0.00000034	0.00000257	  8031250000	  6140625000
100000000	0.00000052	0.00000682	  8015625000	  6125000000
100000000	0.00000093	0.00001233	  8031250000	  6109375000
100000000	0.00000678	0.00000580	  8031250000	  6140625000
100000000	0.00000637	0.00000111	  8015625000	  6140625000
100000000	0.00000503	0.00000152	  8078125000	  6125000000
100000000	0.00000356	0.00000092	  8062500000	  6140625000
100000000	0.00000735	0.00000284	  8031250000	  6125000000
100000000	0.00000154	0.00000924	  8031250000	  6125000000
100000000	0.00003546	0.00000774	  8015625000	  6296875000
100000000	0.00000220	0.00000393	  8234375000	  6140625000
100000000	0.00000339	0.00000886	  8078125000	  6187500000
100000000	0.00000225	0.00001288	  8031250000	  6156250000
100000000	0.00000590	0.00001702	  8015625000	  6125000000
100000000	0.00000637	0.00000436	  8093750000	  6156250000
100000000	0.00000111	0.00003201	  8015625000	  6140625000
100000000	0.00000079	0.00000052	  8031250000	  6140625000
100000000	0.00000817	0.00000466	  8062500000	  6140625000
100000000	0.00000608	0.00000021	  8031250000	  6140625000
100000000	0.00000119	0.00001850	  8093750000	  6171875000
100000000	0.00000488	0.00000058	  8031250000	  6140625000
100000000	0.00001523	0.00001609	  8015625000	  6156250000
100000000	0.00000027	0.00000728	  8031250000	  6140625000
100000000	0.00000386	0.00000499	  8015625000	  6140625000
100000000	0.00000331	0.00000123	  8031250000	  6125000000
100000000	0.00000255	0.00000028	  8015625000	  6140625000
100000000	0.00000090	0.00000123	  8031250000	  6140625000
100000000	0.00001066	0.00000450	  8031250000	  6140625000
100000000	0.00000615	0.00000315	  8031250000	  6125000000
100000000	0.00000804	0.00000242	  8031250000	  6140625000
100000000	0.00001571	0.00000234	  8015625000	  6140625000
100000000	0.00000591	0.00000333	  8031250000	  6125000000
100000000	0.00001550	0.00000796	  8015625000	  6125000000
100000000	0.00001087	0.00001143	  8109375000	  6140625000
100000000	0.00000034	0.00000635	  8015625000	  6140625000
100000000	0.00000079	0.00000264	  8031250000	  6140625000
100000000	0.00000042	0.00000760	  8125000000	  6140625000
100000000	0.00001955	0.00001515	  8015625000	  6125000000
100000000	0.00000494	0.00000277	  8015625000	  6140625000
100000000	0.00001054	0.00000703	  8031250000	  6156250000
100000000	0.00001963	0.00001247	  8046875000	  6156250000
100000000	0.00001238	0.00000970	  8015625000	  6156250000
100000000	0.00000890	0.00001161	  8031250000	  6125000000
100000000	0.00001036	0.00000479	  8031250000	  6140625000
100000000	0.00000470	0.00000267	  8125000000	  6171875000
100000000	0.00000157	0.00000644	  8015625000	  6140625000
100000000	0.00000190	0.00000320	  8015625000	  6125000000
100000000	0.00000055	0.00001129	  8031250000	  6140625000
100000000	0.00000834	0.00000747	  8015625000	  6140625000
100000000	0.00000410	0.00000141	  8093750000	  6140625000
100000000	0.00001433	0.00000462	  8031250000	  6125000000
100000000	0.00000073	0.00000209	  8031250000	  6156250000
100000000	0.00000126	0.00000344	  8015625000	  6125000000
